index,carat,cut,color,clarity,depth,table,x,y,z
381,0.32,Ideal,J,VS1,61.3,57.0,4.43,4.41,2.71
382,0.37,Premium,D,SI1,60.4,59.0,4.68,4.62,2.81
383,0.3,Ideal,E,IF,61.1,57.0,4.31,4.33,2.64
384,1.12,Ideal,G,VVS2,61.6,55.0,6.68,6.74,4.13
385,0.4,Premium,J,VS1,60.7,60.0,4.79,4.76,2.9
386,1.01,Very Good,F,SI2,62.2,58.0,6.36,6.4,3.97
387,0.32,Ideal,J,VVS1,60.8,56.0,4.47,4.48,2.72
388,1.35,Good,I,VS2,59.2,65.0,7.18,7.13,4.23
389,0.34,Ideal,F,VS2,62.1,56.0,4.47,4.45,2.77
390,0.55,Ideal,E,SI1,60.8,56.0,5.31,5.34,3.24
391,1.01,Ideal,G,VS2,61.6,56.0,6.46,6.43,3.97
392,1.01,Very Good,F,SI1,61.0,57.0,6.44,6.54,3.96
393,0.47,Ideal,D,VS2,60.3,57.0,5.02,5.07,3.04
394,0.37,Ideal,D,VS2,61.6,56.0,4.59,4.63,2.84
395,0.5,Ideal,I,SI1,62.0,55.0,5.09,5.14,3.17
396,0.3,Ideal,F,SI1,61.4,55.0,4.34,4.36,2.67
397,0.34,Ideal,E,VVS1,61.8,55.0,4.49,4.5,2.78
398,1.09,Ideal,G,VS2,62.8,57.0,6.54,6.58,4.12
399,0.7,Ideal,I,VS2,61.9,57.0,5.68,5.73,3.53
400,0.59,Ideal,G,SI1,61.3,56.0,5.41,5.43,3.32
401,1.25,Premium,I,VS2,61.0,59.0,6.89,6.98,4.23
402,0.62,Premium,G,VS2,62.2,55.0,5.51,5.46,3.41
403,0.31,Ideal,H,VVS2,62.6,56.0,4.32,4.37,2.72
404,0.52,Ideal,F,SI2,61.3,55.0,5.18,5.2,3.18
405,2.0,Very Good,G,SI2,63.5,55.0,8.03,7.93,5.07
406,0.73,Very Good,D,VVS1,61.8,61.0,5.7,5.73,3.53
407,1.05,Ideal,G,VS1,62.2,53.0,6.51,6.55,4.06
408,0.26,Ideal,E,VS1,61.5,57.0,4.09,4.12,2.52
409,1.51,Good,G,I1,64.0,59.0,7.29,7.17,4.63
410,1.87,Very Good,H,SI1,62.9,58.0,7.79,7.83,4.91
411,0.3,Premium,G,VVS1,60.7,58.0,4.36,4.34,2.64
412,1.14,Premium,H,VS2,61.3,59.0,6.76,6.72,4.13
413,0.55,Very Good,E,VVS2,60.4,56.0,5.36,5.38,3.24
414,2.01,Very Good,G,SI2,63.3,58.0,8.01,8.05,5.08
415,0.3,Ideal,F,VS2,61.7,58.0,4.28,4.31,2.65
416,1.0,Fair,G,SI1,68.9,56.0,6.16,6.11,4.23
417,1.01,Ideal,E,SI1,61.8,57.0,6.39,6.49,3.98
418,0.58,Ideal,D,VS2,61.2,57.0,5.37,5.41,3.3
419,0.7,Good,F,VS2,64.3,59.0,5.6,5.56,3.59
420,1.2,Very Good,H,I1,58.6,57.0,6.96,7.01,4.09
421,0.3,Good,I,SI1,63.3,59.0,4.23,4.3,2.7
422,1.54,Premium,G,VS2,61.6,59.0,7.46,7.4,4.58
423,1.0,Good,D,SI1,60.4,64.0,6.39,6.3,3.83
424,1.61,Premium,J,IF,62.1,58.0,7.47,7.53,4.66
425,0.32,Ideal,F,VS2,60.9,56.0,4.41,4.45,2.7
426,0.83,Ideal,F,SI1,62.2,55.0,6.01,6.03,3.74
427,0.33,Ideal,D,SI2,61.3,56.0,4.49,4.45,2.74
428,0.33,Ideal,D,VS2,62.1,56.0,4.44,4.48,2.77
429,0.42,Premium,H,SI1,62.1,59.0,4.81,4.78,2.98
430,0.32,Ideal,E,VVS2,61.9,54.0,4.41,4.44,2.74
431,0.4,Ideal,G,VVS1,62.4,57.0,4.78,4.74,2.97
432,1.01,Very Good,E,SI2,63.3,57.0,6.39,6.31,4.02
433,0.71,Very Good,E,VS1,63.3,59.0,5.64,5.68,3.58
434,2.01,Good,I,SI1,63.8,57.0,7.95,7.91,5.06
435,0.5,Ideal,E,VS2,61.4,55.0,5.12,5.14,3.15
436,0.4,Ideal,H,SI1,62.0,56.0,4.68,4.74,2.92
437,0.33,Ideal,H,VVS2,61.7,56.0,4.44,4.41,2.73
438,0.3,Ideal,E,SI1,62.3,56.0,4.29,4.32,2.68
439,1.01,Premium,F,SI2,62.2,59.0,6.42,6.38,3.98
440,0.3,Ideal,I,SI1,61.5,57.0,4.3,4.35,2.66
441,0.3,Ideal,D,VS1,62.0,54.0,4.3,4.34,2.68
442,0.52,Very Good,E,VS2,62.5,56.0,5.15,5.18,3.23
443,0.53,Ideal,D,VVS1,62.1,57.0,5.15,5.18,3.21
444,2.2,Premium,J,SI2,60.9,60.0,8.42,8.34,5.1
445,1.24,Very Good,I,VS2,62.7,55.0,6.82,6.87,4.29
446,1.5,Good,H,SI2,63.6,58.0,7.15,7.2,4.56
447,0.31,Ideal,I,VVS1,62.0,54.0,4.37,4.4,2.72
448,1.91,Premium,I,SI1,59.6,60.0,8.02,7.98,4.77
449,0.4,Very Good,D,VS1,63.2,60.0,4.65,4.69,2.95
450,1.03,Ideal,D,SI2,61.8,56.0,6.51,6.46,4.01
451,0.31,Premium,G,VS2,59.2,60.0,4.47,4.42,2.63
452,0.42,Ideal,G,VS2,61.8,56.0,4.84,4.81,2.98
453,0.33,Premium,I,VS1,61.1,59.0,4.47,4.44,2.72
454,0.72,Ideal,J,SI1,62.7,56.0,5.75,5.67,3.58
455,0.8,Very Good,G,VS1,59.5,63.0,6.11,6.05,3.61
456,0.41,Premium,F,VS1,62.7,58.0,4.74,4.77,2.98
457,1.01,Good,G,SI2,63.8,56.0,6.32,6.28,4.02
458,0.41,Ideal,E,VS1,62.7,57.0,4.76,4.72,2.97
459,0.53,Good,F,VS1,61.8,62.8,5.13,5.16,3.18
460,1.13,Ideal,F,VS2,62.1,56.0,6.65,6.71,4.15
461,0.32,Ideal,G,VS2,62.1,56.0,4.36,4.4,2.72
462,0.72,Very Good,I,VS1,64.0,56.0,5.65,5.73,3.65
463,0.74,Ideal,G,VS2,61.2,56.0,5.82,5.85,3.57
464,1.49,Very Good,G,SI2,62.5,58.0,7.2,7.26,4.52
465,0.32,Premium,E,VS2,62.6,58.0,4.36,4.4,2.74
466,1.0,Fair,E,SI2,63.0,58.0,6.35,6.26,3.97
467,1.21,Very Good,G,SI2,62.7,59.0,6.66,6.74,4.2
468,0.33,Premium,G,VS2,60.0,58.0,4.49,4.47,2.69
469,0.9,Premium,G,SI2,59.9,58.0,6.22,6.27,3.74
470,1.03,Premium,I,SI1,61.6,59.0,6.46,6.49,3.99
471,1.05,Very Good,H,VS1,63.3,57.0,6.45,6.4,4.07
472,1.0,Fair,G,VS1,64.4,56.0,6.31,6.26,4.05
473,1.27,Very Good,J,SI1,60.9,59.0,6.96,7.04,4.26
474,0.53,Ideal,E,VS1,60.1,57.0,5.25,5.31,3.17
475,2.8,Good,G,SI2,63.8,58.0,8.9,8.85,0.0
476,0.3,Very Good,G,VS2,62.1,56.0,4.27,4.3,2.66
477,1.7,Premium,I,VS2,61.7,59.0,7.63,7.57,4.69
478,0.44,Premium,F,VS1,61.9,59.0,4.84,4.88,3.01
479,0.7,Very Good,G,VS1,62.8,58.0,5.62,5.68,3.55
480,0.63,Very Good,H,VVS1,62.0,57.0,5.47,5.5,3.4
481,0.37,Ideal,D,VS2,61.6,56.0,4.63,4.59,2.84
482,1.04,Very Good,I,SI2,59.6,57.0,6.6,6.62,3.94
483,0.42,Very Good,D,SI1,63.0,57.0,4.77,4.81,3.02
484,0.7,Fair,E,VS2,60.6,64.0,5.77,5.62,3.45
485,0.55,Premium,D,VS2,61.6,56.0,5.33,5.28,3.27
486,0.3,Very Good,E,VVS2,61.3,59.0,4.3,4.32,2.64
487,0.6,Ideal,D,SI1,61.1,57.0,5.39,5.51,3.33
488,1.21,Fair,F,SI2,65.3,53.0,6.74,6.68,4.38
489,0.31,Very Good,E,VS2,62.9,57.0,4.3,4.35,2.72
490,0.36,Ideal,E,VS2,61.7,55.0,4.57,4.63,2.84
491,0.56,Ideal,F,SI1,61.1,55.9,5.33,5.35,3.26
492,0.34,Ideal,F,SI2,60.1,56.0,4.55,4.54,2.73
493,0.51,Premium,E,VS1,62.0,61.0,5.14,5.11,3.18
494,0.3,Very Good,D,SI1,58.8,63.0,4.32,4.35,2.55
495,0.9,Premium,G,VVS2,63.0,58.0,6.15,6.07,3.85
496,0.36,Ideal,H,VS2,62.1,55.0,4.58,4.57,2.84
497,0.59,Very Good,H,VVS2,62.3,55.0,5.42,5.33,3.35
498,0.57,Very Good,D,SI1,59.8,60.0,5.4,5.34,3.21
499,1.16,Ideal,H,VS2,62.1,57.0,6.7,6.73,4.17
500,0.31,Premium,G,VS1,62.4,59.0,4.34,4.32,2.7
501,0.3,Very Good,I,VS1,62.9,59.0,4.22,4.3,2.68
502,0.71,Very Good,I,SI1,62.6,59.0,5.67,5.7,3.56
503,0.3,Very Good,E,VVS2,62.5,56.0,4.28,4.3,2.68
504,1.2,Very Good,H,VS2,63.2,54.0,6.73,6.78,4.27
505,0.72,Ideal,G,VVS2,61.3,56.0,5.76,5.8,3.54
506,0.31,Ideal,F,VS2,62.7,57.0,4.34,4.3,2.71
507,0.84,Ideal,E,SI1,61.7,53.0,6.08,6.11,3.76
508,0.51,Very Good,D,SI1,59.1,63.0,5.27,5.15,3.08
509,0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73
510,0.3,Ideal,D,SI1,61.6,57.0,4.32,4.28,2.65
511,1.6,Very Good,I,SI2,62.2,59.0,7.42,7.46,4.63
512,0.51,Premium,H,SI1,61.9,56.0,5.13,5.12,3.17
513,0.31,Ideal,E,IF,61.3,58.0,4.37,4.4,2.69
514,0.33,Good,E,SI1,63.1,56.0,4.42,4.45,2.8
515,0.5,Premium,I,SI1,61.7,58.0,5.09,5.15,3.16
516,1.39,Premium,H,SI1,62.7,58.0,7.15,7.08,4.46
517,0.5,Ideal,I,VS2,62.0,55.0,5.1,5.12,3.17
518,0.58,Ideal,E,VS2,62.3,54.0,5.39,5.43,3.37
519,0.5,Very Good,D,SI2,63.2,56.0,5.05,5.01,3.18
520,1.07,Ideal,F,VVS2,60.3,55.0,6.65,6.68,4.02
521,1.43,Ideal,J,SI1,62.1,58.0,7.23,7.16,4.47
522,0.76,Ideal,H,SI1,61.4,55.0,5.82,5.9,3.6
523,0.7,Very Good,G,VS2,63.1,58.0,5.65,5.61,3.55
524,0.72,Premium,H,IF,58.7,59.0,5.94,5.88,3.47
525,0.41,Premium,H,SI1,61.4,60.0,4.78,4.73,2.92
526,0.7,Good,F,VVS2,62.5,58.0,5.68,5.75,3.57
527,0.76,Ideal,I,SI1,62.3,57.0,5.81,5.87,3.64
528,0.39,Ideal,G,VVS1,62.4,53.6,4.65,4.7,2.92
529,0.9,Premium,G,VS2,62.0,60.0,6.19,6.14,3.82
530,0.55,Premium,F,SI2,60.6,58.0,5.28,5.31,3.21
531,0.3,Very Good,E,VS2,62.7,53.0,4.32,4.35,2.72
532,0.29,Very Good,F,VVS2,60.8,63.0,4.28,4.31,2.61
533,1.07,Very Good,G,VVS2,62.8,57.0,6.46,6.56,4.09
534,0.32,Premium,G,VS2,61.7,60.0,4.4,4.32,2.69
535,0.9,Fair,I,SI2,65.3,57.0,5.98,5.93,3.89
536,1.52,Premium,J,VS1,61.2,59.0,7.39,7.36,4.51
537,1.16,Fair,H,SI2,66.3,57.0,6.56,6.5,4.33
538,0.51,Premium,D,SI1,59.9,61.0,5.18,5.14,3.09
539,0.7,Good,F,SI2,62.2,59.0,5.62,5.64,3.5
540,0.59,Ideal,D,IF,60.7,58.0,5.45,5.49,3.32
541,0.44,Good,H,SI1,63.5,57.0,4.82,4.85,3.07
542,0.3,Ideal,H,VVS1,62.3,57.0,4.26,4.28,2.66
543,0.41,Very Good,I,VVS2,62.9,58.0,4.71,4.74,2.97
544,0.4,Ideal,F,VS1,62.0,56.0,4.73,4.75,2.94
545,0.7,Ideal,I,VS2,61.6,56.0,5.67,5.72,3.51
546,1.06,Ideal,I,VS1,61.1,56.0,6.59,6.61,4.03
547,0.5,Premium,D,SI1,62.6,56.0,5.05,5.04,3.16
548,1.51,Ideal,I,SI1,61.2,58.0,7.35,7.4,4.51
549,0.7,Good,E,VS1,58.7,60.0,5.79,5.83,3.41
550,0.53,Ideal,H,SI1,62.6,56.0,5.28,5.1,3.25
551,0.41,Ideal,F,VS1,62.0,57.0,4.73,4.76,2.94
552,0.73,Very Good,J,VS2,62.7,57.0,5.71,5.74,3.59
553,0.34,Premium,G,IF,62.3,59.0,4.49,4.46,2.79
554,1.0,Good,F,SI2,65.7,62.0,6.15,6.21,4.06
555,0.34,Premium,G,SI1,61.5,56.0,4.52,4.45,2.76
556,1.51,Fair,I,I1,65.1,57.0,7.16,7.12,4.65
557,0.5,Ideal,G,VVS1,62.1,53.5,5.08,5.13,3.17
558,0.65,Ideal,E,VS2,62.0,56.0,5.6,5.57,3.46
559,1.0,Ideal,E,SI2,62.3,57.0,6.33,6.28,3.93
560,1.04,Good,F,VS2,63.7,58.0,6.34,6.43,4.07
561,0.52,Ideal,G,VVS1,61.9,54.4,5.15,5.18,3.2
562,0.25,Very Good,H,VVS1,60.1,62.0,4.08,4.11,2.46
563,1.69,Very Good,I,VVS2,60.4,59.0,7.7,7.73,4.66
564,0.71,Very Good,D,VS2,62.5,60.0,5.61,5.65,3.52
565,0.78,Premium,D,SI1,60.9,55.0,6.0,5.93,3.63
566,0.33,Ideal,F,VVS2,61.4,57.0,4.43,4.46,2.73
567,1.0,Ideal,I,SI1,61.4,56.0,6.45,6.39,3.94
568,1.17,Ideal,G,VS2,61.3,56.0,6.81,6.79,4.17
569,0.29,Ideal,H,IF,62.1,55.0,4.26,4.29,2.65
570,1.01,Premium,E,SI1,61.6,59.0,6.44,6.42,3.96
571,0.7,Premium,E,SI1,60.7,58.0,5.73,5.74,3.48
572,0.26,Ideal,E,VVS2,61.5,56.0,4.11,4.08,2.52
573,0.23,Premium,G,VVS1,61.3,59.0,3.96,3.94,2.42
574,0.39,Very Good,G,SI1,62.4,58.0,4.67,4.72,2.93
575,0.31,Ideal,G,VVS2,60.8,56.0,4.38,4.4,2.67
576,1.01,Premium,D,SI1,58.3,58.0,6.65,6.59,3.86
577,0.3,Premium,D,SI2,62.4,58.0,4.31,4.28,2.68
578,0.38,Premium,H,VVS2,62.0,58.0,4.64,4.62,2.87
579,2.01,Very Good,H,SI1,58.2,63.0,8.32,8.23,4.82
580,0.25,Premium,E,VS2,59.7,61.0,4.1,4.08,2.44
581,0.75,Premium,H,VS1,58.9,62.0,5.96,5.93,3.5
582,0.7,Ideal,D,VS2,62.7,57.0,5.65,5.67,3.55
583,0.32,Ideal,E,VS1,61.8,56.0,4.4,4.43,2.73
584,1.24,Ideal,I,SI1,62.1,56.0,6.88,6.84,4.26
585,1.11,Premium,D,VVS1,62.0,54.0,6.67,6.63,4.16
586,0.3,Premium,I,VS1,59.8,60.0,4.34,4.36,2.6
587,0.52,Very Good,G,VS2,63.2,58.0,5.12,5.1,3.23
588,0.81,Very Good,G,VVS2,63.5,55.0,5.9,5.94,3.76
589,0.32,Very Good,E,SI1,59.9,57.0,4.47,4.49,2.68
590,0.92,Very Good,D,SI2,60.2,61.0,6.27,6.32,3.79
591,0.52,Very Good,D,VVS2,59.8,55.0,5.28,5.35,3.18
592,1.21,Ideal,E,VS2,61.8,53.0,6.86,6.9,4.25
593,0.71,Ideal,I,VVS2,61.6,56.0,5.72,5.8,3.56
594,0.3,Ideal,E,VS1,61.6,57.0,4.3,4.33,2.66
595,0.31,Ideal,F,IF,62.2,55.0,4.35,4.38,2.71
596,0.9,Very Good,D,VS2,63.3,59.0,6.12,6.17,3.89
597,0.4,Ideal,G,VS2,61.0,57.0,4.74,4.77,2.9
598,0.92,Premium,F,I1,60.7,58.0,6.29,6.26,3.81
599,0.68,Fair,G,SI1,58.0,71.0,5.85,5.7,3.35
600,0.56,Very Good,G,SI1,58.8,59.0,5.38,5.4,3.17
601,0.7,Fair,G,SI1,61.7,66.0,5.7,5.58,3.48
602,1.01,Premium,F,SI2,62.7,56.0,6.4,6.35,4.0
603,0.7,Premium,G,VVS2,59.6,61.0,5.86,5.78,3.47
604,1.26,Ideal,F,VS2,61.5,56.0,6.97,7.01,4.3
605,1.21,Premium,H,SI1,62.5,58.0,6.75,6.72,4.21
606,0.9,Ideal,G,SI1,62.6,56.0,6.16,6.23,3.88
607,0.92,Premium,E,SI2,61.8,59.0,6.19,6.11,3.8
608,0.7,Ideal,G,VS1,61.3,59.0,5.68,5.7,3.49
609,0.78,Ideal,G,VS2,61.1,56.0,5.89,5.96,3.62
610,2.01,Ideal,I,SI1,64.8,62.0,7.92,7.82,5.1
611,1.01,Very Good,E,VS1,60.9,55.0,6.48,6.58,3.98
612,0.33,Ideal,F,VVS1,61.4,57.0,4.49,4.47,2.75
613,0.76,Very Good,I,SI1,57.5,62.0,6.03,6.08,3.48
614,0.58,Good,D,SI2,56.7,60.0,5.59,5.53,3.15
615,1.34,Ideal,J,VS1,62.0,57.0,7.12,7.04,4.39
616,1.5,Very Good,J,SI1,62.5,58.0,7.24,7.29,4.54
617,1.01,Very Good,D,I1,63.4,61.0,6.38,6.3,4.02
618,0.3,Ideal,F,SI1,61.4,58.0,4.3,4.33,2.65
619,0.77,Premium,G,VS1,61.4,58.0,5.94,5.89,3.63
620,0.4,Very Good,F,VS1,62.2,55.0,4.68,4.74,2.93
621,1.19,Premium,D,SI2,58.8,58.0,7.04,6.9,4.1
622,0.5,Premium,G,SI1,63.0,56.0,5.07,5.02,3.18
623,0.43,Ideal,I,VS2,61.8,55.0,4.85,4.89,3.01
624,1.52,Premium,E,SI2,62.0,62.0,7.2,7.13,4.44
625,2.02,Ideal,J,VS2,61.8,57.0,8.11,8.14,5.02
626,1.22,Ideal,I,SI1,61.7,57.0,6.91,6.86,4.25
627,0.51,Very Good,E,VS1,64.4,55.0,5.03,5.07,3.25
628,0.57,Ideal,F,VS1,61.9,56.0,5.39,5.3,3.31
629,1.62,Very Good,F,VS2,63.2,56.0,7.54,7.43,4.73
630,0.52,Premium,D,VS2,61.8,58.0,5.15,5.2,3.2
631,0.4,Very Good,G,SI1,60.0,63.0,4.8,4.76,2.87
632,0.9,Very Good,D,SI1,61.8,59.0,6.13,6.16,3.8
633,0.29,Very Good,F,VVS1,60.5,57.0,4.31,4.34,2.61
634,1.13,Ideal,D,VVS2,61.7,57.0,6.68,6.65,4.11
635,0.34,Ideal,H,SI1,61.3,57.0,4.54,4.55,2.78
636,0.7,Ideal,I,VS1,62.7,57.0,5.63,5.67,3.54
637,0.35,Very Good,D,VS1,59.9,56.0,4.61,4.64,2.77
638,1.71,Premium,H,VS1,62.1,59.0,7.63,7.55,4.71
639,0.91,Premium,I,VS2,62.4,61.0,6.18,6.16,3.85
640,0.35,Premium,H,VS1,61.3,59.0,4.57,4.54,2.79
641,0.52,Premium,F,VS2,62.5,58.0,5.17,5.13,3.22
642,0.54,Good,G,VS1,59.0,62.0,5.3,5.28,3.12
643,0.69,Very Good,I,VS2,63.3,57.0,5.64,5.57,3.55
644,0.6,Ideal,F,VS2,62.1,57.0,5.39,5.37,3.34
645,1.04,Ideal,E,SI2,62.0,55.0,6.51,6.48,4.03
646,0.51,Ideal,E,SI1,62.8,55.0,5.12,5.07,3.2
647,1.17,Ideal,F,VVS2,61.9,54.0,6.76,6.82,4.2
648,1.62,Ideal,I,VS2,62.1,55.0,7.53,7.58,4.69
649,0.4,Ideal,E,VVS1,61.3,56.0,4.75,4.78,2.92
650,1.52,Ideal,H,VVS2,61.8,58.0,7.41,7.35,4.56
651,0.36,Very Good,F,SI1,60.7,54.0,4.64,4.67,2.83
652,0.7,Fair,G,I1,60.4,58.0,5.74,5.68,3.45
653,0.35,Premium,H,VVS1,59.9,59.0,4.61,4.57,2.75
654,0.52,Premium,F,VS2,58.5,60.0,5.29,5.24,3.08
655,0.52,Ideal,E,VS1,62.0,53.0,5.16,5.2,3.21
656,1.11,Ideal,I,SI1,62.3,56.0,6.59,6.64,4.12
657,0.41,Ideal,J,VS1,62.7,57.0,4.72,4.75,2.97
658,0.55,Ideal,F,VS1,61.4,55.0,5.24,5.28,3.23
659,0.32,Ideal,G,VS2,61.8,57.0,4.38,4.42,2.72
660,0.54,Ideal,G,VVS2,61.2,56.0,5.25,5.28,3.22
661,0.32,Ideal,G,SI1,61.4,56.0,4.44,4.42,2.72
662,0.34,Premium,G,VS2,61.6,58.0,4.45,4.51,2.76
663,2.04,Good,I,SI1,57.7,64.0,8.39,8.31,4.82
664,0.36,Ideal,G,VS2,60.6,56.0,4.62,4.67,2.81
665,1.0,Good,G,VVS2,62.4,61.0,6.32,6.3,3.94
666,1.17,Premium,H,VS2,62.4,57.0,6.74,6.69,4.19
667,0.53,Ideal,D,SI1,61.5,55.0,5.19,5.22,3.2
668,0.3,Premium,J,VS1,62.6,58.0,4.31,4.28,2.69
669,1.03,Premium,J,SI1,61.1,61.0,6.49,6.44,3.95
670,1.01,Ideal,E,SI2,61.7,57.0,6.5,6.47,4.0
671,1.09,Ideal,J,SI2,62.0,55.0,6.58,6.64,4.1
672,2.01,Premium,H,SI1,58.2,62.0,8.26,8.21,4.79
673,1.02,Ideal,F,SI2,62.1,56.0,6.44,6.41,3.99
674,0.5,Premium,D,VVS1,61.5,58.0,5.12,5.06,3.13
675,0.31,Ideal,F,VVS1,62.4,55.0,4.32,4.34,2.7
676,1.6,Ideal,F,VS2,62.0,55.0,7.49,7.54,4.66
677,0.24,Very Good,D,VVS1,61.5,60.0,3.97,4.0,2.45
678,1.01,Very Good,G,VS2,61.6,60.0,6.42,6.47,3.97
679,1.27,Ideal,F,SI2,62.0,55.0,6.95,6.9,4.3
680,0.75,Premium,J,SI2,62.9,56.0,5.76,5.72,3.61
681,1.5,Premium,F,SI1,62.9,59.0,7.34,7.29,4.6
682,0.36,Ideal,D,SI1,61.5,56.0,4.64,4.56,2.83
683,0.54,Premium,F,VS2,59.5,58.0,5.36,5.29,3.17
684,1.09,Ideal,H,VS1,61.3,54.0,6.66,6.68,4.09
685,0.34,Premium,I,VS1,61.0,60.0,4.48,4.51,2.74
686,0.27,Very Good,G,VVS1,61.0,56.0,4.21,4.25,2.57
687,1.0,Very Good,G,VS1,59.4,59.0,6.52,6.54,3.88
688,0.6,Premium,F,SI1,62.9,59.0,5.39,5.31,3.37
689,1.05,Ideal,J,SI1,62.3,56.0,6.47,6.5,4.04
690,0.71,Ideal,I,SI1,62.1,55.0,5.67,5.73,3.55
691,1.03,Ideal,I,SI2,62.3,59.0,6.39,6.45,4.0
692,1.2,Premium,G,VS1,58.4,61.0,6.95,6.91,4.05
693,1.11,Premium,E,VS1,59.8,60.0,6.75,6.72,4.03
694,0.72,Ideal,E,SI1,60.3,55.0,5.85,5.89,3.54
695,0.41,Ideal,G,VVS2,60.4,56.0,4.83,4.8,2.91
696,1.0,Very Good,H,SI2,59.7,58.0,6.48,6.55,3.89
697,1.14,Ideal,H,SI1,61.5,55.0,6.72,6.75,4.14
698,1.75,Ideal,I,VS2,61.0,56.0,7.82,7.75,4.75
699,1.25,Ideal,F,VS1,61.7,56.0,6.93,6.92,4.27
700,1.0,Ideal,E,SI1,62.8,54.2,6.32,6.4,4.01
701,0.5,Premium,D,SI2,62.9,58.0,5.06,5.01,3.17
702,0.74,Ideal,G,SI1,61.9,56.0,5.8,5.83,3.6
703,0.3,Ideal,H,VS1,61.6,55.0,4.3,4.27,2.64
704,1.26,Ideal,H,SI1,61.6,56.0,6.88,6.93,4.26
705,0.71,Good,E,SI1,65.9,57.0,5.51,5.57,3.65
706,0.36,Ideal,D,SI1,62.1,56.0,4.58,4.53,2.83
707,0.39,Ideal,J,SI2,62.6,54.0,4.64,4.69,2.92
708,1.28,Ideal,F,SI2,62.3,55.0,6.96,6.91,4.32
709,2.01,Premium,J,SI2,62.0,59.0,8.04,8.1,5.0
710,0.31,Premium,H,SI1,61.0,61.0,4.39,4.33,2.66
711,0.3,Good,J,SI1,63.8,56.0,4.23,4.26,2.71
712,1.58,Ideal,H,VS1,60.4,57.0,7.55,7.65,4.59
713,1.02,Very Good,D,VS2,62.7,58.0,6.35,6.44,4.01
714,0.41,Very Good,H,VS1,61.5,55.0,4.8,4.82,2.96
715,0.26,Ideal,E,VVS1,62.0,56.0,4.13,4.09,2.55
716,0.71,Very Good,H,SI2,63.3,58.0,5.65,5.69,3.59
717,0.92,Premium,H,VVS2,62.5,58.0,6.25,6.16,3.88
718,0.3,Ideal,E,SI1,61.7,57.0,4.29,4.33,2.66
719,0.4,Premium,J,SI1,61.4,58.0,4.79,4.76,2.93
720,0.56,Ideal,F,VS1,61.7,56.0,5.33,5.3,3.28
721,0.41,Very Good,F,VS1,58.6,61.0,4.83,4.87,2.84
722,0.3,Ideal,F,VS2,61.6,57.0,4.28,4.32,2.65
723,0.61,Very Good,G,SI1,62.0,58.0,5.43,5.48,3.38
724,0.5,Ideal,F,SI1,61.0,56.0,5.15,5.17,3.15
725,1.07,Premium,F,VS2,62.4,57.0,6.55,6.5,4.07
726,0.33,Premium,G,VS1,60.3,58.0,4.52,4.5,2.72
727,1.08,Ideal,E,SI1,61.5,55.0,6.59,6.62,4.06
728,0.51,Very Good,D,SI1,59.4,59.0,5.18,5.22,3.09
729,0.38,Ideal,E,SI2,61.5,55.0,4.69,4.72,2.89
730,1.01,Premium,H,VS2,62.3,60.0,6.32,6.27,3.92
731,0.71,Ideal,G,SI2,61.3,55.0,5.76,5.79,3.54
732,0.3,Premium,G,VVS2,62.2,59.0,4.28,4.31,2.67
733,1.02,Premium,F,VS1,60.5,56.0,6.61,6.52,3.97
734,0.5,Premium,E,SI1,59.9,58.0,5.18,5.17,3.1
735,1.52,Premium,G,VS1,61.4,58.0,7.38,7.35,4.52
736,0.29,Very Good,F,VVS1,62.3,58.0,4.22,4.25,2.64
737,0.44,Premium,G,SI1,61.9,59.0,4.82,4.87,3.0
738,0.71,Ideal,F,VS1,61.9,56.0,5.69,5.72,3.53
739,1.51,Ideal,F,SI1,61.7,56.0,7.35,7.41,4.55
740,1.09,Ideal,G,VS2,60.6,57.0,6.68,6.73,4.06
741,1.12,Ideal,H,SI1,61.8,56.0,6.67,6.69,4.13
742,0.41,Good,E,SI1,63.9,58.0,4.7,4.72,3.01
743,0.9,Very Good,G,VVS2,62.6,55.0,6.12,6.19,3.85
744,0.33,Ideal,G,VS2,62.2,56.0,4.44,4.47,2.77
745,1.13,Ideal,E,VS2,62.0,54.0,6.66,6.7,4.14
746,2.18,Premium,J,VS2,60.1,58.0,8.46,8.41,5.07
747,0.3,Very Good,H,SI1,62.9,59.0,4.24,4.28,2.68
748,0.7,Ideal,H,SI1,62.5,55.0,5.69,5.71,3.56
749,0.7,Fair,G,I1,67.3,57.0,5.53,5.38,3.68
750,1.16,Ideal,G,VS1,61.5,55.0,6.75,6.81,4.17
751,1.02,Premium,H,SI2,61.3,57.0,6.51,6.45,3.97
752,0.32,Good,F,SI1,63.2,55.0,4.37,4.4,2.77
753,0.31,Premium,G,VS2,59.8,60.0,4.43,4.4,2.64
754,0.54,Premium,H,VS1,61.9,56.0,5.29,5.24,3.26
755,1.72,Good,F,SI1,63.2,61.0,7.57,7.62,4.8
756,0.24,Premium,H,VVS1,61.2,58.0,4.01,3.96,2.44
757,1.8,Good,F,SI2,57.9,58.0,8.13,8.08,4.69
758,0.5,Premium,D,VS1,62.8,58.0,5.05,5.01,3.16
759,0.38,Very Good,G,VS2,60.4,57.0,4.67,4.7,2.83
760,1.76,Premium,D,SI1,61.0,60.0,7.76,7.68,4.77
761,2.12,Ideal,J,SI1,62.1,56.0,8.17,8.25,5.1
