index,carat,cut,color,clarity,depth,table,x,y,z,price
353,1.09,Very Good,H,SI1,60.6,60.0,6.61,6.68,4.03,5131
354,1.01,Ideal,G,VS2,61.4,57.0,6.44,6.5,3.97,7179
355,0.34,Ideal,E,SI1,62.3,57.0,4.51,4.48,2.8,765
356,1.01,Premium,G,SI1,62.9,61.0,6.4,6.36,4.01,4672
357,1.51,Good,J,VS2,59.5,61.0,7.45,7.62,4.48,7476
358,1.0,Premium,E,VS1,61.1,60.0,6.41,6.43,3.92,7452
359,0.28,Ideal,H,VS2,61.9,55.0,4.2,4.23,2.61,467
360,1.02,Ideal,J,SI1,62.8,54.0,6.46,6.43,4.05,3856
361,0.31,Premium,I,SI1,62.3,58.0,4.38,4.35,2.72,537
362,1.73,Very Good,H,VS2,59.2,61.0,7.78,7.82,4.62,13102
363,0.72,Ideal,F,VS1,62.4,56.0,5.76,5.72,3.58,3084
364,0.28,Very Good,E,VVS2,63.2,56.0,4.17,4.21,2.65,669
365,0.34,Ideal,G,VS2,61.8,56.0,4.48,4.52,2.78,596
366,1.04,Ideal,G,VS2,62.6,55.0,6.45,6.49,4.05,6177
367,0.32,Ideal,G,VS1,60.8,57.0,4.42,4.39,2.68,828
368,0.5,Premium,E,SI2,61.0,62.0,5.13,5.09,3.12,1097
369,1.37,Premium,J,SI2,60.7,60.0,7.19,7.07,4.33,5156
370,1.5,Good,I,VS1,61.2,62.0,7.26,7.32,4.46,9278
371,0.27,Very Good,F,VS1,62.5,56.0,4.14,4.18,2.6,518
372,1.0,Good,G,VS2,59.1,62.0,6.42,6.45,3.8,6369
373,1.75,Ideal,H,VS2,62.2,56.3,7.66,7.71,4.79,14033
374,0.9,Fair,I,VVS1,63.5,57.0,5.98,6.09,3.83,4194
375,0.3,Good,G,VS1,63.5,58.0,4.21,4.26,2.69,565
376,0.31,Ideal,G,VVS1,60.6,57.0,4.38,4.4,2.66,816
377,1.01,Ideal,G,VS1,61.5,56.0,6.48,6.43,3.97,6794
378,0.6,Very Good,D,SI1,62.0,55.0,5.36,5.44,3.35,1777
379,0.38,Good,E,VVS1,62.4,64.0,4.61,4.59,2.87,975
380,0.7,Ideal,I,VVS2,61.6,56.5,5.65,5.72,3.51,2487
381,0.7,Fair,G,I1,66.7,55.0,5.64,5.49,3.71,956
382,1.51,Ideal,G,VS1,61.6,56.0,7.34,7.37,4.53,14542
383,1.51,Good,I,SI1,63.9,59.0,7.26,7.18,4.61,9234
384,0.32,Ideal,I,VVS2,61.2,56.0,4.41,4.45,2.71,548
385,0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,2537
386,2.0,Good,G,I1,63.9,58.0,7.99,7.91,5.08,6854
387,1.58,Ideal,H,VVS2,62.0,56.0,7.44,7.49,4.63,12897
388,0.56,Ideal,F,VS1,61.7,54.0,5.28,5.32,3.27,1915
389,0.32,Ideal,D,SI1,61.2,56.0,4.45,4.47,2.73,714
390,0.9,Premium,I,VS2,62.8,61.0,6.12,6.02,3.81,3246
391,0.27,Very Good,F,VVS2,60.8,59.0,4.17,4.19,2.54,591
392,0.71,Very Good,E,VVS2,63.4,58.0,5.64,5.69,3.59,3340
393,0.7,Premium,G,VS2,58.2,60.0,5.84,5.78,3.38,2328
394,0.78,Very Good,G,VS2,61.3,60.0,5.89,5.96,3.63,3012
395,0.42,Very Good,E,VS2,61.9,59.0,4.75,4.81,2.96,958
396,1.05,Premium,D,SI1,60.5,60.0,6.62,6.53,3.98,5762
397,0.9,Good,G,SI2,63.8,59.0,6.02,6.05,3.85,3303
398,0.58,Good,E,VS1,58.6,64.0,5.4,5.46,3.18,2185
399,1.04,Premium,H,SI1,59.5,58.0,6.67,6.58,3.94,4980
400,1.34,Very Good,G,VS2,60.7,59.0,7.04,7.07,4.28,9127
401,0.39,Premium,E,VS2,61.3,61.0,4.7,4.66,2.87,951
402,1.5,Good,G,VS1,63.6,57.0,7.23,7.14,4.57,10036
403,1.0,Good,G,VS2,63.5,59.0,6.23,6.33,3.99,5860
404,0.36,Ideal,H,VVS1,62.3,56.0,4.57,4.54,2.84,1053
405,0.32,Ideal,F,VS2,61.6,55.0,4.43,4.4,2.72,828
406,1.11,Premium,G,SI1,60.1,60.0,6.73,6.68,4.03,5281
407,0.38,Very Good,F,VS2,61.9,59.0,4.61,4.66,2.87,800
408,1.22,Premium,E,VVS1,61.1,60.0,6.87,6.85,4.19,13824
409,1.52,Premium,J,SI1,60.4,59.0,7.44,7.39,4.48,5618
410,0.75,Very Good,E,SI1,61.1,59.0,5.85,5.9,3.59,3005
411,0.36,Ideal,F,VS2,60.5,57.0,4.61,4.65,2.8,786
412,0.32,Premium,H,VVS1,61.4,58.0,4.37,4.42,2.7,730
413,0.81,Premium,H,VS1,61.7,58.0,5.98,5.95,3.68,3107
414,0.43,Premium,D,SI2,60.7,58.0,4.85,4.91,2.96,716
415,1.53,Ideal,H,SI1,61.9,58.0,7.38,7.42,4.58,8289
416,1.13,Premium,G,SI2,61.5,59.0,6.73,6.69,4.13,4647
417,1.23,Premium,D,SI2,58.9,58.0,6.99,6.97,4.11,5283
418,1.03,Very Good,G,VS1,60.6,58.0,6.48,6.55,3.95,6487
419,0.7,Ideal,E,VVS2,62.2,54.0,5.68,5.74,3.55,3585
420,0.41,Ideal,D,VS1,61.9,56.0,4.76,4.8,2.96,1427
421,1.6,Ideal,H,IF,61.5,53.0,7.57,7.69,4.66,16300
422,0.43,Premium,D,VS2,60.7,58.0,4.88,4.84,2.95,1129
423,1.12,Premium,G,VS2,60.7,53.0,6.81,6.7,4.1,6774
424,0.71,Ideal,E,VS2,62.3,56.0,5.7,5.73,3.56,3026
425,0.58,Very Good,F,SI1,63.1,57.0,5.28,5.31,3.34,1401
426,1.02,Ideal,E,VS1,60.1,57.0,6.59,6.52,3.94,8244
427,0.31,Ideal,H,VS1,61.6,56.0,4.36,4.34,2.68,698
428,0.53,Ideal,G,VVS1,62.1,54.0,5.2,5.23,3.24,1990
429,0.23,Very Good,E,VVS2,61.6,60.0,3.97,3.99,2.45,505
430,0.8,Very Good,H,SI1,63.8,56.0,5.85,5.91,3.75,2739
431,1.52,Ideal,H,SI1,62.0,56.0,7.38,7.32,4.56,7491
432,1.02,Premium,F,SI2,59.9,59.0,6.56,6.59,3.94,4162
433,0.28,Very Good,F,VVS2,61.6,56.0,4.2,4.23,2.59,707
434,1.11,Premium,H,SI2,59.8,60.0,6.75,6.66,4.01,4538
435,0.73,Very Good,D,SI2,60.4,59.0,5.8,5.86,3.52,2703
436,0.71,Good,D,SI1,64.0,56.0,5.59,5.63,3.59,2641
437,0.91,Good,F,SI1,63.7,58.0,6.09,6.02,3.86,3924
438,1.5,Premium,J,VVS2,61.5,60.0,7.31,7.27,4.48,8870
439,1.07,Ideal,F,SI2,61.6,57.0,6.56,6.53,4.03,5405
440,1.2,Premium,J,VS2,60.3,59.0,6.9,6.94,4.17,4715
441,0.73,Ideal,D,VS2,61.4,56.0,5.78,5.81,3.56,3528
442,0.3,Ideal,G,VVS1,62.3,54.0,4.32,4.35,2.7,764
443,0.52,Ideal,D,VS2,62.3,54.0,5.14,5.19,3.22,1822
444,1.82,Fair,H,I1,67.3,58.0,7.5,7.47,5.04,5993
445,0.4,Premium,E,VVS2,61.4,56.0,4.81,4.74,2.93,1056
446,2.0,Premium,G,SI2,61.8,58.0,8.05,7.99,4.96,16262
447,0.5,Very Good,E,SI2,60.6,59.0,5.07,5.12,3.09,1104
448,1.22,Premium,I,VS2,60.6,58.0,6.93,6.89,4.19,6149
449,0.3,Ideal,F,VS1,61.8,55.0,4.32,4.36,2.68,795
450,0.3,Good,D,VS2,58.9,62.0,4.33,4.36,2.56,621
451,0.76,Premium,H,SI1,60.9,59.0,5.91,5.86,3.58,1915
452,0.42,Premium,G,VS1,60.5,59.0,4.83,4.79,2.91,984
453,0.55,Ideal,E,SI1,61.8,58.0,5.24,5.28,3.25,1609
454,1.51,Ideal,J,SI1,61.4,57.0,7.38,7.43,4.55,8049
455,0.55,Ideal,D,VVS2,61.1,57.0,5.32,5.29,3.24,2644
456,0.4,Ideal,E,VVS2,62.5,54.0,4.75,4.76,2.97,926
457,0.7,Very Good,D,VVS2,62.3,56.0,5.66,5.7,3.54,3622
458,0.26,Ideal,H,IF,61.2,57.0,4.13,4.16,2.53,545
459,1.51,Premium,H,VS1,61.0,60.0,7.34,7.29,4.46,11263
460,1.01,Premium,G,VS1,62.0,58.0,6.44,6.4,3.98,6441
461,0.23,Good,F,VVS1,60.3,66.0,3.93,3.96,2.38,472
462,0.39,Premium,G,SI1,62.4,58.0,4.72,4.67,2.93,878
463,0.43,Premium,F,SI1,60.5,60.0,4.84,4.88,2.94,792
464,0.71,Ideal,H,VS1,62.4,56.0,5.66,5.71,3.55,2559
465,1.01,Very Good,E,SI1,62.8,59.0,6.41,6.45,4.04,5416
466,1.12,Ideal,G,VVS2,62.0,55.0,6.67,6.69,4.14,8773
467,2.05,Premium,G,SI1,61.6,59.0,8.2,8.16,5.04,15291
468,1.23,Ideal,G,SI2,61.6,55.0,6.91,6.88,4.25,3788
469,1.01,Premium,J,SI2,63.0,60.0,6.38,6.31,4.0,3421
470,1.54,Premium,E,VS2,60.8,58.0,7.44,7.39,4.51,15323
471,0.5,Very Good,D,VS2,62.2,60.0,5.15,5.05,3.17,1378
472,1.2,Premium,G,VS2,62.4,59.0,6.74,6.68,4.19,7405
473,0.56,Fair,E,SI2,64.5,61.0,5.18,5.14,3.33,1389
474,1.01,Fair,G,SI2,59.8,66.0,6.42,6.48,3.86,3816
475,0.57,Ideal,F,SI2,61.0,56.0,5.37,5.32,3.26,1397
476,0.41,Very Good,E,VVS1,60.0,61.0,4.78,4.86,2.89,1057
477,0.31,Ideal,G,IF,62.6,57.0,4.32,4.3,2.7,988
478,2.52,Fair,G,I1,66.9,57.0,8.39,8.33,5.6,10076
479,0.4,Very Good,D,VS1,64.0,57.0,4.66,4.69,2.99,995
480,0.24,Very Good,H,VVS2,61.3,57.0,4.01,4.04,2.46,449
481,0.5,Ideal,H,VS2,62.6,52.0,5.06,5.09,3.18,1408
482,0.42,Good,E,VVS2,61.9,61.0,4.72,4.78,2.94,1042
483,1.04,Very Good,F,SI1,59.7,59.0,6.67,6.56,3.95,5152
484,1.17,Ideal,F,SI1,63.0,54.0,6.71,6.66,4.21,5032
485,1.01,Fair,D,SI2,65.3,55.0,6.33,6.19,4.09,4205
486,0.56,Ideal,D,VS2,61.6,56.0,5.27,5.31,3.26,1963
487,0.71,Ideal,F,VS1,60.9,56.0,5.76,5.79,3.52,3710
488,1.02,Premium,G,VS2,62.5,58.0,6.46,6.41,4.02,6416
489,0.38,Ideal,E,VVS2,62.2,53.8,4.62,4.66,2.88,1073
490,0.32,Good,H,SI1,63.1,54.0,4.36,4.42,2.77,449
491,0.35,Very Good,H,VVS2,62.5,58.0,4.48,4.51,2.81,706
492,0.4,Premium,E,SI2,60.5,59.0,4.74,4.78,2.88,640
493,0.71,Good,H,VVS2,63.0,59.0,5.64,5.67,3.56,2517
494,0.23,Very Good,E,VVS1,60.0,59.0,3.97,4.03,2.4,530
495,0.37,Very Good,G,IF,61.8,56.0,4.6,4.64,2.85,1003
496,0.41,Ideal,D,VS1,62.3,56.0,4.71,4.79,2.96,1018
497,1.52,Premium,D,SI2,59.8,60.0,7.5,7.42,4.46,10623
498,0.52,Premium,E,VS2,62.3,57.0,5.17,5.1,3.2,1815
499,0.38,Ideal,D,VVS2,61.5,57.0,4.67,4.63,2.86,1257
500,1.0,Ideal,E,VS2,61.9,56.0,6.45,6.4,3.98,6048
501,0.41,Very Good,J,VS2,63.4,56.0,4.73,4.7,2.99,784
502,1.4,Ideal,G,VVS1,60.8,57.0,7.21,7.23,4.39,15134
503,0.52,Ideal,F,VS1,62.2,55.0,5.18,5.14,3.21,1872
504,2.11,Premium,G,SI2,61.4,62.0,8.25,8.21,5.05,13069
505,0.32,Ideal,E,IF,61.9,56.0,4.4,4.42,2.73,1095
506,2.09,Very Good,F,SI2,63.4,55.0,8.18,8.11,5.16,18640
507,1.8,Ideal,H,VS1,62.3,56.0,7.79,7.76,4.84,15105
508,0.31,Ideal,G,VVS1,61.4,57.0,4.37,4.39,2.68,772
509,0.72,Premium,G,SI2,61.6,55.0,5.79,5.76,3.56,2364
510,0.7,Ideal,F,VS2,60.8,56.0,5.77,5.71,3.49,2535
511,0.74,Very Good,E,VS1,63.4,55.0,5.78,5.76,3.66,3357
512,0.85,Ideal,H,SI2,61.8,54.0,6.1,6.07,3.76,2659
513,1.62,Ideal,G,VS1,62.7,56.0,7.44,7.51,4.69,15246
514,1.11,Fair,H,SI1,65.7,61.0,6.42,6.39,4.21,5178
515,0.57,Ideal,F,SI2,62.2,53.0,5.34,5.4,3.34,1308
516,0.7,Ideal,D,VS1,62.8,54.0,5.65,5.69,3.56,3529
517,0.3,Ideal,H,VVS1,61.5,55.0,4.31,4.35,2.66,650
518,0.28,Ideal,H,VS1,62.3,55.0,4.21,4.24,2.63,481
519,0.57,Ideal,E,VVS2,61.9,55.0,5.34,5.36,3.31,2534
520,2.06,Premium,I,SI1,60.8,60.0,8.25,8.16,4.99,15494
521,1.0,Good,E,VS2,63.8,58.0,6.31,6.19,3.99,6272
522,0.32,Premium,G,VS1,62.1,58.0,4.37,4.39,2.72,645
523,2.0,Premium,G,SI2,61.7,60.0,7.95,7.9,4.89,11355
524,0.52,Very Good,G,VS2,61.9,59.0,5.12,5.16,3.18,1408
525,0.3,Ideal,G,SI1,62.2,57.0,4.26,4.29,2.66,477
526,0.32,Ideal,H,IF,61.1,56.0,4.45,4.48,2.73,814
527,2.02,Ideal,H,SI1,62.5,54.0,8.07,8.1,5.05,17245
528,1.56,Premium,F,SI1,60.5,59.0,7.54,7.49,4.55,9120
529,0.9,Premium,F,SI1,62.6,60.0,6.14,6.1,3.83,3881
530,1.18,Premium,G,VVS2,62.8,57.0,6.77,6.71,4.23,9304
531,0.7,Ideal,F,SI1,62.3,56.0,5.65,5.68,3.53,2382
532,1.3,Premium,D,SI2,60.2,59.0,7.0,7.05,4.23,7002
533,0.42,Ideal,G,VVS1,61.2,56.0,4.86,4.85,2.97,1235
534,1.23,Ideal,I,VS2,62.4,58.0,6.81,6.88,4.27,6817
535,0.35,Ideal,H,IF,60.7,56.0,4.62,4.61,2.8,1017
536,0.51,Ideal,E,VS2,61.6,55.0,5.16,5.19,3.19,2085
537,0.43,Good,F,VS1,61.4,61.1,4.85,4.87,2.98,1167
538,0.71,Very Good,H,VVS2,63.0,56.0,5.63,5.68,3.56,2695
539,0.28,Ideal,F,VVS2,61.8,56.0,4.22,4.26,2.62,642
540,0.59,Ideal,D,SI1,61.6,57.0,5.44,5.41,3.34,1835
541,0.91,Fair,D,VS2,65.7,58.0,6.04,5.99,3.95,4107
542,0.37,Premium,F,VS2,61.2,58.0,4.63,4.69,2.85,746
543,0.57,Ideal,G,VS2,61.8,57.0,5.32,5.3,3.28,1728
544,0.78,Very Good,F,SI1,62.4,58.0,5.83,5.86,3.65,3045
545,0.41,Ideal,F,SI1,61.4,56.0,4.77,4.8,2.94,824
546,1.31,Premium,H,VS2,59.6,58.0,7.14,7.08,4.24,6095
547,0.3,Ideal,I,VS2,62.6,56.0,4.31,4.29,2.69,540
548,2.01,Premium,I,VS1,62.9,59.0,8.03,7.94,5.02,18206
549,0.91,Very Good,E,SI1,63.9,57.0,6.05,6.12,3.89,4289
550,0.3,Very Good,G,VVS1,63.3,55.0,4.3,4.26,2.71,1013
551,1.09,Ideal,G,VS2,62.4,55.0,6.61,6.56,4.11,7081
552,1.08,Ideal,E,SI2,61.7,57.0,6.6,6.55,4.06,5080
553,0.32,Ideal,F,VVS2,61.9,57.0,4.36,4.39,2.71,786
554,0.3,Ideal,G,SI2,61.7,57.0,4.26,4.3,2.64,382
555,0.51,Ideal,E,SI1,62.2,57.0,5.12,5.08,3.17,1546
556,2.01,Very Good,H,SI2,63.0,59.0,7.9,7.93,4.99,15773
557,0.7,Ideal,G,SI1,61.2,57.0,5.71,5.79,3.52,2074
558,0.45,Ideal,G,IF,62.8,53.0,4.92,4.95,3.1,1377
559,1.03,Premium,J,I1,62.8,55.0,6.43,6.41,4.03,2392
560,2.05,Good,G,I1,56.9,58.0,8.46,8.3,4.77,7026
561,0.59,Very Good,E,VS2,60.8,57.0,5.37,5.42,3.28,2068
562,0.74,Ideal,H,IF,60.9,57.0,5.83,5.85,3.56,3760
563,0.41,Good,F,SI1,63.5,56.0,4.7,4.75,3.0,705
564,1.01,Very Good,I,SI1,63.1,57.0,6.32,6.36,4.0,4313
565,2.01,Ideal,J,SI1,62.7,56.0,8.08,8.03,5.05,12209
566,1.28,Very Good,H,VS1,61.2,55.0,6.98,7.04,4.29,8645
567,1.44,Premium,E,I1,61.1,62.0,7.23,7.15,4.39,5161
568,0.9,Very Good,D,SI1,62.1,60.0,6.11,6.19,3.82,4289
569,0.9,Fair,D,SI2,66.9,57.0,6.02,5.9,3.99,2885
570,1.33,Ideal,I,SI1,61.6,57.0,7.06,7.1,4.36,7526
571,2.01,Good,E,SI2,63.1,58.0,7.89,8.01,5.02,15255
572,1.0,Premium,G,VS2,60.6,60.0,6.4,6.3,3.85,6048
573,0.43,Premium,F,VS1,61.0,57.0,4.89,4.84,2.97,1129
574,0.7,Ideal,F,VVS1,61.0,56.0,5.72,5.75,3.5,4951
575,1.18,Ideal,G,VVS2,61.3,55.0,6.86,6.81,4.19,10308
576,0.32,Very Good,J,SI1,63.0,58.0,4.32,4.35,2.73,374
577,0.34,Very Good,G,VS2,60.3,54.0,4.53,4.56,2.74,596
578,1.0,Premium,E,SI2,62.9,61.0,6.3,6.23,3.94,3450
579,1.74,Premium,I,VS2,58.6,59.0,7.99,7.87,4.65,12168
580,0.58,Ideal,I,VVS1,62.3,53.0,5.38,5.4,3.36,1580
581,0.73,Premium,E,VS1,62.6,60.0,5.68,5.75,3.58,2876
582,1.01,Premium,E,SI1,62.0,61.0,6.42,6.38,3.97,5311
583,0.34,Very Good,D,VS2,62.9,56.0,4.44,4.5,2.81,805
584,0.32,Good,E,SI1,63.1,56.0,4.36,4.39,2.76,561
585,1.01,Very Good,I,SI1,58.8,58.0,6.52,6.57,3.85,3610
586,0.32,Premium,D,VS2,60.3,60.0,4.42,4.44,2.67,758
587,0.9,Good,H,SI2,64.5,58.0,6.0,5.96,3.86,3627
588,0.34,Ideal,F,VVS1,61.4,55.0,4.52,4.54,2.78,919
589,1.26,Ideal,I,SI2,59.6,57.0,7.04,7.01,4.19,4704
590,1.09,Ideal,I,VS1,61.4,56.0,6.61,6.66,4.07,6225
591,1.0,Very Good,H,SI2,63.4,61.0,6.33,6.29,4.0,3920
592,0.32,Very Good,D,VS2,62.5,57.0,4.34,4.39,2.73,758
593,0.7,Good,H,SI1,65.0,57.0,5.52,5.59,3.61,2117
594,1.6,Very Good,H,SI1,63.1,58.0,7.45,7.39,4.68,10078
595,0.52,Premium,F,SI2,62.7,57.0,5.11,5.07,3.19,1073
596,0.4,Ideal,G,VS2,62.3,57.0,4.71,4.7,2.93,1035
597,0.9,Premium,G,SI2,60.4,58.0,6.25,6.3,3.79,3445
598,0.32,Ideal,E,VS2,61.4,56.0,4.43,4.4,2.71,900
599,0.31,Ideal,F,VS2,61.9,54.0,4.35,4.38,2.7,625
600,0.32,Ideal,G,VS1,61.2,57.0,4.4,4.43,2.7,645
601,0.25,Very Good,F,VVS2,61.6,57.0,4.05,4.08,2.5,633
602,0.93,Ideal,I,SI1,62.5,55.0,6.23,6.29,3.91,3856
603,1.26,Good,I,SI2,63.7,58.0,6.84,6.79,4.34,4953
604,1.14,Very Good,I,VS2,62.5,59.0,6.63,6.66,4.15,4785
605,0.45,Premium,I,SI1,60.3,59.0,4.99,4.93,2.99,941
606,0.4,Ideal,H,SI2,62.6,55.0,4.73,4.76,2.97,625
607,0.3,Ideal,G,VS2,62.5,53.0,4.27,4.3,2.68,526
608,0.76,Ideal,G,SI2,62.1,54.0,5.88,5.84,3.64,2143
609,0.41,Premium,E,VS1,62.8,58.0,4.72,4.7,2.96,1153
610,0.3,Ideal,F,VVS1,61.9,57.0,4.3,4.32,2.67,776
611,0.7,Good,H,SI1,61.9,62.0,5.57,5.61,3.46,2088
612,0.52,Ideal,H,IF,61.8,55.0,5.17,5.19,3.2,1798
613,0.33,Ideal,E,VS2,62.1,56.0,4.4,4.45,2.75,723
614,0.96,Fair,H,I1,61.5,63.0,6.22,6.06,3.78,1637
615,0.8,Very Good,G,VS1,63.5,57.0,5.87,5.91,3.74,3381
616,0.51,Very Good,F,VS1,59.9,63.0,5.22,5.16,3.11,1812
617,0.88,Ideal,F,SI2,62.2,56.0,6.11,6.17,3.82,3619
618,2.04,Premium,J,VS2,61.4,59.0,8.14,8.04,4.97,13600
619,0.95,Very Good,E,SI1,62.8,59.0,6.21,6.25,3.91,4711
620,1.2,Premium,I,VS2,62.3,57.0,6.79,6.74,4.22,4844
621,1.03,Very Good,F,VVS2,61.3,57.0,6.49,6.53,3.99,8375
622,1.29,Ideal,J,SI1,61.6,58.0,6.96,6.99,4.3,5607
623,0.7,Premium,F,SI2,59.6,58.0,5.79,5.72,3.43,2234
624,0.32,Very Good,F,VS2,58.8,62.0,4.43,4.48,2.62,602
625,0.71,Ideal,H,VS2,62.2,56.0,5.68,5.74,3.55,2622
626,0.56,Very Good,E,VS1,61.9,57.0,5.29,5.31,3.28,2037
627,0.3,Ideal,G,VVS2,61.0,57.0,4.31,4.34,2.64,665
628,0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,516
629,1.07,Premium,F,SI2,61.7,58.0,6.55,6.58,4.05,4366
630,1.53,Very Good,H,VS2,60.9,63.0,7.37,7.41,4.5,11452
631,0.32,Ideal,F,VVS1,61.8,55.0,4.39,4.41,2.72,912
632,1.01,Premium,D,SI2,60.4,60.0,6.52,6.46,3.92,4694
633,0.7,Ideal,I,VS2,62.2,55.0,5.66,5.69,3.53,2232
634,1.13,Ideal,E,VVS2,61.6,56.0,6.69,6.71,4.13,11115
635,0.32,Ideal,D,VVS2,62.2,56.0,4.37,4.41,2.73,790
636,0.51,Premium,D,VS2,60.9,58.0,5.18,5.14,3.14,1716
637,1.0,Good,E,VS1,60.0,65.0,6.48,6.43,3.87,7190
638,0.56,Ideal,H,SI1,62.3,53.0,5.28,5.31,3.3,1270
639,1.01,Ideal,G,VS1,61.9,54.0,6.44,6.48,4.0,7179
640,0.32,Ideal,E,VS2,61.7,55.0,4.42,4.36,2.71,900
641,1.01,Very Good,J,VVS2,63.7,57.0,6.31,6.35,4.03,5067
642,0.9,Ideal,E,VS2,62.3,57.0,6.16,6.19,3.85,6018
643,0.7,Good,F,SI1,57.7,65.0,5.78,5.72,3.32,2167
644,2.2,Ideal,I,SI1,61.7,55.0,8.37,8.41,5.18,17895
645,1.13,Very Good,F,VVS2,59.6,59.0,6.82,6.87,4.08,9539
646,1.15,Premium,G,VS2,62.9,58.0,6.7,6.62,4.19,6955
647,2.02,Premium,H,SI1,62.2,59.0,8.09,8.05,5.02,14574
648,0.42,Very Good,D,VS1,60.6,58.0,4.87,4.9,2.96,1009
649,0.31,Ideal,G,IF,61.4,55.0,4.35,4.38,2.68,891
650,0.38,Premium,F,SI1,60.4,58.0,4.72,4.68,2.84,898
651,0.91,Premium,G,SI1,62.8,58.0,6.18,6.15,3.87,3975
652,0.3,Very Good,G,SI1,62.5,56.0,4.27,4.3,2.68,432
653,0.34,Very Good,D,SI1,62.0,59.0,4.42,4.48,2.76,626
654,2.0,Very Good,J,SI2,62.1,63.0,7.96,7.85,4.91,8870
655,1.01,Good,F,SI2,63.6,59.0,6.37,6.34,4.04,4197
656,1.51,Very Good,G,VS2,58.7,63.0,7.45,7.4,4.36,12551
657,1.71,Very Good,H,VS2,62.6,59.0,7.54,7.58,4.73,13445
658,0.4,Very Good,F,SI2,62.1,57.0,4.7,4.74,2.93,579
659,0.32,Premium,H,SI1,61.3,60.0,4.36,4.42,2.69,449
660,0.7,Ideal,I,SI1,62.6,54.0,5.63,5.71,3.55,2287
661,1.12,Ideal,F,VS2,62.1,56.0,6.63,6.67,4.13,8251
662,0.4,Ideal,F,SI2,62.0,57.0,4.7,4.72,2.92,597
663,0.44,Very Good,F,VVS1,62.1,60.0,4.84,4.92,3.03,1187
664,0.92,Good,E,SI1,63.3,57.0,6.17,6.22,3.92,3649
665,2.08,Good,I,SI2,57.0,63.0,8.49,8.45,4.83,11313
666,1.54,Ideal,G,VVS2,62.5,57.0,7.3,7.36,4.58,15059
667,1.02,Premium,F,SI1,60.1,60.0,6.58,6.53,3.94,5686
668,0.9,Premium,H,SI2,62.4,61.0,6.11,6.03,3.79,3105
669,0.73,Fair,H,I1,66.2,56.0,5.62,5.46,3.69,1104
670,0.54,Very Good,H,SI1,61.6,56.0,5.21,5.24,3.22,1235
671,0.52,Very Good,G,SI1,61.9,59.0,5.08,5.13,3.16,1232
672,0.9,Premium,G,SI1,60.6,57.0,6.28,6.2,3.78,4455
673,0.31,Ideal,H,VS1,62.0,53.0,4.34,4.37,2.7,562
674,0.81,Ideal,G,SI2,61.6,56.0,5.97,6.01,3.69,2789
675,0.73,Ideal,E,SI1,62.7,55.0,5.7,5.79,3.6,2852
676,0.34,Ideal,J,VS1,62.0,54.0,4.52,4.55,2.81,464
677,0.33,Ideal,F,VS2,61.6,56.0,4.46,4.44,2.74,854
678,0.56,Ideal,D,VS2,62.2,56.0,5.28,5.24,3.27,2066
679,0.79,Premium,H,SI1,63.0,54.0,5.9,5.86,3.69,2420
680,0.6,Very Good,F,IF,60.1,54.0,5.5,5.58,3.33,2988
681,1.01,Premium,G,SI2,61.9,59.0,6.46,6.39,3.98,4327
682,0.3,Ideal,H,VS2,62.5,57.0,4.26,4.29,2.67,491
683,1.23,Ideal,G,VVS1,61.2,56.0,6.94,6.9,4.23,11182
684,1.01,Premium,G,VS2,61.1,60.0,6.46,6.37,3.92,5701
685,0.3,Ideal,E,VVS1,61.4,56.0,4.37,4.33,2.67,956
686,0.41,Ideal,G,IF,62.1,57.0,4.76,4.77,2.96,1276
687,0.41,Ideal,D,VVS2,62.5,57.0,4.75,4.72,2.96,1181
688,1.54,Very Good,G,IF,59.4,60.0,7.55,7.61,4.5,15444
689,1.51,Very Good,F,VS1,61.7,59.0,7.29,7.33,4.51,15440
690,0.53,Ideal,G,VS1,61.9,56.0,5.21,5.19,3.22,1813
691,0.32,Ideal,D,SI1,62.8,56.0,4.42,4.37,2.76,756
692,0.92,Ideal,H,VVS1,62.1,54.0,6.26,6.23,3.88,5886
693,0.32,Ideal,E,IF,61.2,57.0,4.4,4.43,2.7,1300
694,0.71,Premium,E,VS2,62.6,58.0,5.72,5.68,3.57,2982
695,1.5,Very Good,E,SI2,60.7,55.0,7.39,7.44,4.5,9900
696,1.1,Ideal,F,VVS1,62.7,57.0,6.57,6.63,4.14,10861
697,0.3,Premium,F,SI1,60.9,60.0,4.37,4.33,2.65,641
698,1.74,Very Good,G,VS2,62.9,57.0,7.64,7.68,4.82,16169
699,0.71,Ideal,H,IF,62.0,54.0,5.71,5.75,3.55,3190
700,1.53,Good,H,IF,63.1,57.0,7.25,7.34,4.6,13248
701,0.76,Ideal,H,VVS2,61.0,56.0,5.85,5.91,3.59,3249
702,1.12,Ideal,H,SI1,60.7,56.0,6.74,6.7,4.08,5457
703,0.59,Ideal,G,SI1,61.5,57.0,5.36,5.4,3.31,1437
704,0.51,Ideal,G,SI2,61.5,55.0,5.16,5.18,3.18,1129
705,0.7,Good,E,SI2,63.7,61.0,5.6,5.64,3.58,2192
706,0.71,Premium,E,SI1,59.2,59.0,5.83,5.86,3.46,2792
